index,org_code,period,admissions
8343,RBZ,2017-04-01,1077
8347,RTH,2017-04-01,2990
8350,RK9,2017-04-01,2936
8352,RD3,2017-04-01,1543
8354,RHU,2017-04-01,2865
8358,RHW,2017-04-01,2945
8360,REF,2017-04-01,2615
8362,RH8,2017-04-01,1743
8364,RA2,2017-04-01,1839
8365,RD1,2017-04-01,2090
8367,RNZ,2017-04-01,1043
8375,RTP,2017-04-01,2389
8377,RBA,2017-04-01,1796
8379,RDZ,2017-04-01,1830
8381,RA9,2017-04-01,2486
8383,RHM,2017-04-01,3184
8385,RA7,2017-04-01,2684
8387,RYR,2017-04-01,3288
8389,RA3,2017-04-01,1063
8393,RA4,2017-04-01,1290
8394,RF4,2019-03-01,4703
8397,R1H,2019-03-01,8808
8403,RQM,2019-03-01,4453
8405,RJ6,2019-03-01,1950
8408,RVR,2019-03-01,3615
8411,RJ1,2019-03-01,3739
8415,RQX,2019-03-01,1719
8417,RYJ,2019-03-01,3255
8420,RJZ,2019-03-01,4955
8423,RAX,2019-03-01,2513
8425,RJ2,2019-03-01,4727
8427,R1K,2019-03-01,6522
8431,RAP,2019-03-01,2924
8434,RAL,2019-03-01,4486
8436,RJ7,2019-03-01,4197
8438,RAS,2019-03-01,1821
8442,RRV,2019-03-01,1878
8444,RKE,2019-03-01,1494
8447,RDD,2019-03-01,3403
8448,RC1,2019-03-01,2044
8451,RQ3,2019-03-01,1194
8452,RGT,2019-03-01,3650
8454,RFS,2019-03-01,2220
8460,RWH,2019-03-01,3181
8462,RDE,2019-03-01,4747
8466,RLT,2019-03-01,1465
8469,RGP,2019-03-01,1514
8471,RNQ,2019-03-01,2596
8475,RC9,2019-03-01,3094
8480,RQ8,2019-03-01,2340
8482,RD8,2019-03-01,1806
8484,RM1,2019-03-01,2980
8486,RGN,2019-03-01,3395
8488,RNS,2019-03-01,3107
8493,RX1,2019-03-01,3901
8500,RXK,2019-03-01,3687
8503,RK5,2019-03-01,3033
8505,RXW,2019-03-01,2788
8510,RJC,2019-03-01,1974
8512,RAJ,2019-03-01,2460
8515,RNA,2019-03-01,2315
8517,RQW,2019-03-01,2327
8518,RCX,2019-03-01,2364
8519,RL4,2019-03-01,2973
8521,RWD,2019-03-01,4070
8523,RRK,2019-03-01,10850
8525,RKB,2019-03-01,4621
8528,RTG,2019-03-01,5758
8530,RWE,2019-03-01,5316
8532,RJE,2019-03-01,5981
8535,RBK,2019-03-01,2196
8538,RWG,2019-03-01,3088
8540,RGR,2019-03-01,2188
8542,RWP,2019-03-01,3255
8544,RLQ,2019-03-01,1531
8545,REM,2019-03-01,3607
8547,RCF,2019-03-01,1545
8550,RBS,2019-03-01,1127
8551,RFF,2019-03-01,2513
8552,RXL,2019-03-01,2524
8554,RMC,2019-03-01,2342
8556,RAE,2019-03-01,2854
8560,RWY,2019-03-01,3068
8561,RLN,2019-03-01,2993
8564,RJR,2019-03-01,1910
8566,RXP,2019-03-01,3923
8568,RP5,2019-03-01,3392
8572,RJN,2019-03-01,1025
8574,RXR,2019-03-01,3936
8577,RR7,2019-03-01,1777
8580,RCD,2019-03-01,1101
8582,RWA,2019-03-01,3207
8584,RXN,2019-03-01,2505
8586,RR8,2019-03-01,4752
8589,R0A,2019-03-01,7333
8593,RBT,2019-03-01,2443
8595,RXF,2019-03-01,4090
8599,RNL,2019-03-01,2148
8601,RVW,2019-03-01,1608
8605,RJL,2019-03-01,3065
8606,RTF,2019-03-01,4820
8610,RW6,2019-03-01,6800
8614,RQ6,2019-03-01,2375
8617,RM3,2019-03-01,3048
8619,RCU,2019-03-01,711
8621,RHQ,2019-03-01,3107
8625,RTR,2019-03-01,2283
8627,RE9,2019-03-01,1326
8629,RVY,2019-03-01,2701
8631,RBN,2019-03-01,4473
8632,RWJ,2019-03-01,2653
8633,RMP,2019-03-01,1943
8635,RTD,2019-03-01,2382
8638,RFR,2019-03-01,1758
8640,RTX,2019-03-01,2224
8643,RWW,2019-03-01,2618
8646,RBL,2019-03-01,2409
8649,RRF,2019-03-01,2521
8651,RCB,2019-03-01,3800
8653,RTK,2019-03-01,2005
8658,RXH,2019-03-01,3530
8661,RXQ,2019-03-01,3563
8664,RN7,2019-03-01,2808
8667,RVV,2019-03-01,5138
8669,RXC,2019-03-01,3632
8673,RDU,2019-03-01,6284
8674,RN5,2019-03-01,2921
8678,R1F,2019-03-01,879
8681,RWF,2019-03-01,4397
8683,RPA,2019-03-01,2049
8686,RTH,2019-03-01,3601
8689,RHU,2019-03-01,3449
8693,RHW,2019-03-01,3258
8696,RA2,2019-03-01,2489
8700,RTP,2019-03-01,2569
8703,RHM,2019-03-01,3193
8706,RYR,2019-03-01,3850
8711,RBD,2019-03-01,1413
8715,RTE,2019-03-01,3942
8716,RN3,2019-03-01,2276
8718,RVJ,2019-03-01,3061
8719,RBZ,2019-03-01,1104
8723,RD3,2019-03-01,1814
8725,REF,2019-03-01,2611
8727,RH8,2019-03-01,2176
8729,RD1,2019-03-01,2567
8731,RNZ,2019-03-01,1249
8736,RBA,2019-03-01,2178
8738,RDZ,2019-03-01,2101
8741,RA9,2019-03-01,2488
8743,RA7,2019-03-01,3389
8745,RK9,2019-03-01,2961
8748,RA3,2019-03-01,1119
8751,RA4,2019-03-01,1642
8752,RF4,2019-02-01,4097
8755,R1H,2019-02-01,7883
8761,RQM,2019-02-01,4053
8763,RJ6,2019-02-01,1812
8766,RVR,2019-02-01,3249
8769,RJ1,2019-02-01,3495
8773,RQX,2019-02-01,1493
8775,RYJ,2019-02-01,3016
8778,RJZ,2019-02-01,4389
8781,RAX,2019-02-01,2283
8783,RJ2,2019-02-01,4325
8785,R1K,2019-02-01,6069
8789,RAP,2019-02-01,2699
8792,RAL,2019-02-01,4124
8794,RJ7,2019-02-01,3739
8796,RAS,2019-02-01,1650
8800,RRV,2019-02-01,1674
8802,RKE,2019-02-01,1301
8805,RDD,2019-02-01,3036
8806,RC1,2019-02-01,1855
8809,RQ3,2019-02-01,1015
8810,RGT,2019-02-01,3278
8812,RFS,2019-02-01,1975
8818,RWH,2019-02-01,2787
8820,RDE,2019-02-01,4376
8824,RLT,2019-02-01,1288
8827,RGP,2019-02-01,1385
8829,RNQ,2019-02-01,2363
8833,RC9,2019-02-01,3154
8838,RQ8,2019-02-01,2134
8840,RD8,2019-02-01,1696
8842,RM1,2019-02-01,2627
8844,RGN,2019-02-01,3164
8846,RNS,2019-02-01,2846
8851,RX1,2019-02-01,3968
8858,RXK,2019-02-01,3344
8861,RK5,2019-02-01,2889
8863,RXW,2019-02-01,2594
8868,RJC,2019-02-01,1815
8870,RAJ,2019-02-01,2280
8873,RNA,2019-02-01,1885
8875,RQW,2019-02-01,1887
8876,RCX,2019-02-01,1993
8877,RL4,2019-02-01,2656
8879,RWD,2019-02-01,3590
8881,RRK,2019-02-01,9789
8883,RKB,2019-02-01,4146
8886,RTG,2019-02-01,5238
8888,RWE,2019-02-01,4637
8890,RJE,2019-02-01,5554
8893,RBK,2019-02-01,1995
8896,RWG,2019-02-01,2770
8898,RGR,2019-02-01,1936
8900,RWP,2019-02-01,2968
8902,RLQ,2019-02-01,1355
8903,REM,2019-02-01,3331
8905,RCF,2019-02-01,1491
8908,RBS,2019-02-01,982
8909,RFF,2019-02-01,2298
8910,RXL,2019-02-01,2234
8912,RMC,2019-02-01,2203
8914,RAE,2019-02-01,2585
8918,RWY,2019-02-01,2689
8919,RLN,2019-02-01,2717
8922,RJR,2019-02-01,1617
8924,RXP,2019-02-01,3557
8926,RP5,2019-02-01,3118
8930,RJN,2019-02-01,944
8932,RXR,2019-02-01,3524
8935,RR7,2019-02-01,1576
8938,RCD,2019-02-01,980
8940,RWA,2019-02-01,2859
8942,RXN,2019-02-01,2052
8944,RR8,2019-02-01,4264
8947,R0A,2019-02-01,6615
8951,RBT,2019-02-01,2076
8953,RXF,2019-02-01,3879
8957,RNL,2019-02-01,1947
8959,RVW,2019-02-01,1553
8963,RJL,2019-02-01,2894
8964,RTF,2019-02-01,4262
8968,RW6,2019-02-01,6196
8972,RQ6,2019-02-01,2216
8975,RM3,2019-02-01,2633
8977,RCU,2019-02-01,665
8979,RHQ,2019-02-01,2868
8983,RTR,2019-02-01,2201
8985,RE9,2019-02-01,1219
8987,RVY,2019-02-01,2471
8989,RBN,2019-02-01,4169
8990,RWJ,2019-02-01,2402
8992,RMP,2019-02-01,1718
8994,RTD,2019-02-01,2063
8997,RFR,2019-02-01,1545
8999,RTX,2019-02-01,1919
9002,RWW,2019-02-01,2319
9005,RBL,2019-02-01,2027
9008,RRF,2019-02-01,2289
9010,RCB,2019-02-01,3494
9012,RTK,2019-02-01,2150
9017,RXH,2019-02-01,2977
9020,RXQ,2019-02-01,3213
9023,RN7,2019-02-01,2596
9026,RVV,2019-02-01,4161
9028,RXC,2019-02-01,3048
9032,RDU,2019-02-01,5923
9033,RN5,2019-02-01,2526
9037,R1F,2019-02-01,815
9040,RWF,2019-02-01,3955
9042,RPA,2019-02-01,1999
9045,RTH,2019-02-01,3178
9048,RHU,2019-02-01,3083
9052,RHW,2019-02-01,2954
9055,RA2,2019-02-01,2217
9059,RTP,2019-02-01,2339
9062,RHM,2019-02-01,2860
9065,RYR,2019-02-01,3359
9070,RBD,2019-02-01,1316
9074,RTE,2019-02-01,3534
9075,RN3,2019-02-01,2125
9077,RVJ,2019-02-01,2851
9078,RBZ,2019-02-01,1061
9082,RD3,2019-02-01,1625
9084,REF,2019-02-01,2382
9086,RH8,2019-02-01,1903
9088,RD1,2019-02-01,2412
9090,RNZ,2019-02-01,1072
9095,RBA,2019-02-01,2091
9097,RDZ,2019-02-01,1729
9100,RA9,2019-02-01,2262
9102,RA7,2019-02-01,3035
9104,RK9,2019-02-01,2881
9107,RA3,2019-02-01,1085
9110,RA4,2019-02-01,1479
9111,RF4,2019-01-01,4607
9114,R1H,2019-01-01,8544
9120,RQM,2019-01-01,4517
9122,RJ6,2019-01-01,1815
9125,RVR,2019-01-01,3673
9128,RJ1,2019-01-01,3799
9132,RQX,2019-01-01,1756
9134,RYJ,2019-01-01,3339
9137,RJZ,2019-01-01,4712
9140,RAX,2019-01-01,2652
9142,RJ2,2019-01-01,4634
9144,R1K,2019-01-01,6519
9148,RAP,2019-01-01,2980
9151,RAL,2019-01-01,4745
9153,RJ7,2019-01-01,4210
9155,RAS,2019-01-01,1930
9159,RRV,2019-01-01,2024
9161,RKE,2019-01-01,1472
9164,RDD,2019-01-01,3521
9165,RC1,2019-01-01,2036
9168,RQ3,2019-01-01,1166
9169,RGT,2019-01-01,3742
9171,RFS,2019-01-01,2239
9177,RWH,2019-01-01,3316
9179,RDE,2019-01-01,4955
9183,RLT,2019-01-01,1330
9186,RGP,2019-01-01,1575
9188,RNQ,2019-01-01,2645
9192,RC9,2019-01-01,3153
9197,RQ8,2019-01-01,2333
9199,RD8,2019-01-01,1961
9201,RM1,2019-01-01,3087
9203,RGN,2019-01-01,3557
9205,RNS,2019-01-01,3131
9210,RX1,2019-01-01,4511
9217,RXK,2019-01-01,3846
9220,RK5,2019-01-01,3265
9222,RXW,2019-01-01,2833
9227,RJC,2019-01-01,1965
9229,RAJ,2019-01-01,2552
9232,RNA,2019-01-01,2303
9234,RQW,2019-01-01,2207
9235,RCX,2019-01-01,2258
9236,RL4,2019-01-01,2932
9238,RWD,2019-01-01,4086
9240,RRK,2019-01-01,11493
9242,RKB,2019-01-01,4670
9245,RTG,2019-01-01,6007
9247,RWE,2019-01-01,5254
9249,RJE,2019-01-01,6323
9252,RBK,2019-01-01,2197
9255,RWG,2019-01-01,3129
9257,RGR,2019-01-01,2242
9259,RWP,2019-01-01,3182
9261,RLQ,2019-01-01,1500
9262,REM,2019-01-01,3681
9264,RCF,2019-01-01,1581
9267,RBS,2019-01-01,1030
9268,RFF,2019-01-01,2599
9269,RXL,2019-01-01,2563
9271,RMC,2019-01-01,2355
9273,RAE,2019-01-01,2983
9277,RWY,2019-01-01,3128
9278,RLN,2019-01-01,3279
9281,RJR,2019-01-01,1952
9283,RXP,2019-01-01,4080
9285,RP5,2019-01-01,3534
9289,RJN,2019-01-01,1044
9291,RXR,2019-01-01,3680
9294,RR7,2019-01-01,1972
9297,RCD,2019-01-01,1042
9299,RWA,2019-01-01,3079
9301,RXN,2019-01-01,2293
9303,RR8,2019-01-01,4809
9306,R0A,2019-01-01,6985
9310,RBT,2019-01-01,2306
9312,RXF,2019-01-01,4184
9316,RNL,2019-01-01,2278
9318,RVW,2019-01-01,1783
9322,RJL,2019-01-01,3304
9323,RTF,2019-01-01,4884
9327,RW6,2019-01-01,6746
9331,RQ6,2019-01-01,2618
9334,RM3,2019-01-01,2958
9336,RCU,2019-01-01,693
9338,RHQ,2019-01-01,3126
9342,RTR,2019-01-01,2455
9344,RE9,2019-01-01,1376
9346,RVY,2019-01-01,2782
9348,RBN,2019-01-01,4561
9349,RWJ,2019-01-01,2512
9351,RMP,2019-01-01,2019
9353,RTD,2019-01-01,2387
9356,RFR,2019-01-01,1783
9358,RTX,2019-01-01,2242
9361,RWW,2019-01-01,2379
9364,RBL,2019-01-01,2296
9367,RRF,2019-01-01,2541
9369,RCB,2019-01-01,3807
9371,RTK,2019-01-01,1944
9376,RXH,2019-01-01,3281
9379,RXQ,2019-01-01,3608
9382,RN7,2019-01-01,2813
9385,RVV,2019-01-01,4639
9387,RXC,2019-01-01,3531
9391,RDU,2019-01-01,6642
9392,RN5,2019-01-01,2737
9396,R1F,2019-01-01,942
9399,RWF,2019-01-01,4489
9401,RPA,2019-01-01,2025
9404,RTH,2019-01-01,3367
9407,RHU,2019-01-01,3457
9411,RHW,2019-01-01,3283
9414,RA2,2019-01-01,2513
9419,RTP,2019-01-01,2620
9422,RHM,2019-01-01,3212
9425,RYR,2019-01-01,3793
9430,RBD,2019-01-01,1441
9434,RTE,2019-01-01,4149
9435,RN3,2019-01-01,2354
9437,RVJ,2019-01-01,3409
9438,RBZ,2019-01-01,1209
9442,RD3,2019-01-01,1879
9444,REF,2019-01-01,2648
9446,RH8,2019-01-01,2128
9448,RD1,2019-01-01,2751
9450,RNZ,2019-01-01,1221
9455,RBA,2019-01-01,2311
9457,RDZ,2019-01-01,2056
9460,RA9,2019-01-01,2557
9462,RA7,2019-01-01,3419
9464,RK9,2019-01-01,3228
9467,RA3,2019-01-01,1259
9470,RA4,2019-01-01,1664
9471,RF4,2018-12-01,4814
9474,R1H,2018-12-01,8291
9480,RQM,2018-12-01,4290
9482,RJ6,2018-12-01,1873
9485,RVR,2018-12-01,3528
9488,RJ1,2018-12-01,3659
9492,RQX,2018-12-01,1683
9494,RYJ,2018-12-01,3385
9497,RJZ,2018-12-01,4751
9500,RAX,2018-12-01,2502
9502,RJ2,2018-12-01,4853
9504,R1K,2018-12-01,6577
9508,RAP,2018-12-01,2983
9511,RAL,2018-12-01,4508
9513,RJ7,2018-12-01,4084
9515,RAS,2018-12-01,1932
9519,RRV,2018-12-01,1946
9521,RKE,2018-12-01,1502
9524,RDD,2018-12-01,3399
9525,RC1,2018-12-01,2101
9528,RQ3,2018-12-01,1232
9529,RGT,2018-12-01,3508
9531,RFS,2018-12-01,2251
9537,RWH,2018-12-01,3290
9539,RDE,2018-12-01,4917
9543,RLT,2018-12-01,1349
9546,RGP,2018-12-01,1568
9548,RNQ,2018-12-01,2711
9552,RC9,2018-12-01,2858
9557,RQ8,2018-12-01,2354
9559,RD8,2018-12-01,2030
9561,RM1,2018-12-01,3013
9563,RGN,2018-12-01,3597
9565,RNS,2018-12-01,3194
9570,RX1,2018-12-01,4146
9577,RXK,2018-12-01,3744
9580,RK5,2018-12-01,3017
9582,RXW,2018-12-01,2765
9587,RJC,2018-12-01,2000
9589,RAJ,2018-12-01,2541
9592,RNA,2018-12-01,2291
9594,RQW,2018-12-01,2401
9595,RCX,2018-12-01,2066
9596,RL4,2018-12-01,2873
9598,RWD,2018-12-01,3933
9600,RRK,2018-12-01,11401
9602,RKB,2018-12-01,4631
9605,RTG,2018-12-01,5979
9607,RWE,2018-12-01,5002
9609,RJE,2018-12-01,6129
9612,RBK,2018-12-01,2154
9615,RWG,2018-12-01,3064
9617,RGR,2018-12-01,2126
9619,RWP,2018-12-01,3236
9621,RLQ,2018-12-01,1440
9622,REM,2018-12-01,3714
9624,RCF,2018-12-01,1553
9627,RBS,2018-12-01,1129
9628,RFF,2018-12-01,2492
9629,RXL,2018-12-01,2501
9631,RMC,2018-12-01,2277
9633,RAE,2018-12-01,2969
9637,RWY,2018-12-01,3180
9638,RLN,2018-12-01,3068
9641,RJR,2018-12-01,1929
9643,RXP,2018-12-01,3939
9645,RP5,2018-12-01,3443
9649,RJN,2018-12-01,1003
9651,RXR,2018-12-01,3650
9654,RR7,2018-12-01,1877
9657,RCD,2018-12-01,1110
9659,RWA,2018-12-01,3055
9661,RXN,2018-12-01,2266
9663,RR8,2018-12-01,4671
9666,R0A,2018-12-01,6694
9670,RBT,2018-12-01,2255
9672,RXF,2018-12-01,4186
9676,RNL,2018-12-01,2317
9678,RVW,2018-12-01,1650
9682,RJL,2018-12-01,3147
9683,RTF,2018-12-01,4753
9687,RW6,2018-12-01,6526
9691,RQ6,2018-12-01,2518
9694,RM3,2018-12-01,2824
9697,RCU,2018-12-01,720
9699,RHQ,2018-12-01,3038
9703,RTR,2018-12-01,2408
9705,RE9,2018-12-01,1368
9707,RVY,2018-12-01,2688
9709,RBN,2018-12-01,4320
9710,RWJ,2018-12-01,2525
9712,RMP,2018-12-01,1733
9714,RTD,2018-12-01,2330
9717,RFR,2018-12-01,1668
9719,RTX,2018-12-01,2212
9722,RWW,2018-12-01,2120
9725,RBL,2018-12-01,2393
9728,RRF,2018-12-01,2509
9730,RCB,2018-12-01,4050
9732,RTK,2018-12-01,2167
9737,RXH,2018-12-01,3369
9740,RXQ,2018-12-01,3456
9743,RN7,2018-12-01,2734
9746,RVV,2018-12-01,4412
9748,RXC,2018-12-01,3449
9752,RDU,2018-12-01,6431
9753,RN5,2018-12-01,2627
9757,R1F,2018-12-01,899
9760,RWF,2018-12-01,4077
9762,RPA,2018-12-01,2029
9765,RTH,2018-12-01,3549
9768,RHU,2018-12-01,3590
9772,RHW,2018-12-01,3141
9775,RA2,2018-12-01,2537
9780,RTP,2018-12-01,2617
9783,RHM,2018-12-01,3254
9786,RYR,2018-12-01,3862
9791,RBD,2018-12-01,1516
9795,RTE,2018-12-01,4125
9796,RN3,2018-12-01,2414
9798,RVJ,2018-12-01,3251
9799,RBZ,2018-12-01,1249
9803,RD3,2018-12-01,1933
9805,REF,2018-12-01,2741
9807,RH8,2018-12-01,2096
9809,RD1,2018-12-01,2596
9811,RNZ,2018-12-01,1269
9817,RBA,2018-12-01,2187
9819,RDZ,2018-12-01,1943
9822,RA9,2018-12-01,2297
9824,RA7,2018-12-01,3367
9826,RK9,2018-12-01,3067
9829,RA3,2018-12-01,1128
9832,RA4,2018-12-01,1657
9833,RF4,2018-11-01,4960
9836,R1H,2018-11-01,8348
9842,RQM,2018-11-01,4252
9844,RJ6,2018-11-01,2181
9847,RVR,2018-11-01,3356
9850,RJ1,2018-11-01,3747
9854,RQX,2018-11-01,1761
9856,RYJ,2018-11-01,3359
9859,RJZ,2018-11-01,4548
9862,RAX,2018-11-01,2404
9864,RJ2,2018-11-01,4789
9866,R1K,2018-11-01,6137
9870,RAP,2018-11-01,2848
9873,RAL,2018-11-01,4384
9875,RJ7,2018-11-01,4136
9877,RAS,2018-11-01,1948
9881,RRV,2018-11-01,2029
9883,RKE,2018-11-01,1517
9886,RDD,2018-11-01,3169
9887,RC1,2018-11-01,1983
9890,RQ3,2018-11-01,1266
9891,RGT,2018-11-01,3494
9893,RFS,2018-11-01,2149
9899,RWH,2018-11-01,3286
9901,RDE,2018-11-01,4578
9905,RLT,2018-11-01,1274
9908,RGP,2018-11-01,1427
9910,RNQ,2018-11-01,2744
9914,RC9,2018-11-01,3020
9919,RQ8,2018-11-01,2158
9921,RD8,2018-11-01,1984
9923,RM1,2018-11-01,2773
9925,RGN,2018-11-01,3492
9927,RNS,2018-11-01,3059
9932,RX1,2018-11-01,4113
9939,RXK,2018-11-01,3316
9942,RK5,2018-11-01,2910
9944,RXW,2018-11-01,2546
9949,RJC,2018-11-01,1857
9951,RAJ,2018-11-01,2419
9954,RNA,2018-11-01,2239
9956,RQW,2018-11-01,2413
9957,RCX,2018-11-01,2160
9958,RL4,2018-11-01,2870
9960,RWD,2018-11-01,3876
9962,RRK,2018-11-01,11230
9964,RKB,2018-11-01,4617
9967,RTG,2018-11-01,5587
9969,RWE,2018-11-01,5075
9971,RJE,2018-11-01,5953
9974,RBK,2018-11-01,2181
9977,RWG,2018-11-01,2986
9979,RGR,2018-11-01,2058
9981,RWP,2018-11-01,3119
9983,RLQ,2018-11-01,1293
9985,REM,2018-11-01,3523
9987,RCF,2018-11-01,1371
9990,RBS,2018-11-01,1247
9991,RFF,2018-11-01,2292
9992,RXL,2018-11-01,2424
9994,RMC,2018-11-01,2243
9996,RAE,2018-11-01,2872
10000,RWY,2018-11-01,2970
10001,RLN,2018-11-01,2854
10004,RJR,2018-11-01,1828
10006,RXP,2018-11-01,3798
10008,RP5,2018-11-01,3401
10012,RJN,2018-11-01,923
10014,RXR,2018-11-01,3615
10017,RR7,2018-11-01,1797
10020,RCD,2018-11-01,1007
10022,RWA,2018-11-01,2837
10024,RXN,2018-11-01,2273
10026,RR8,2018-11-01,4504
10029,R0A,2018-11-01,6809
10033,RBT,2018-11-01,2383
10035,RXF,2018-11-01,3950
10039,RNL,2018-11-01,2171
10041,RVW,2018-11-01,1569
10045,RJL,2018-11-01,3217
10046,RTF,2018-11-01,4417
10050,RW6,2018-11-01,6250
10054,RQ6,2018-11-01,2576
10057,RM3,2018-11-01,2539
10060,RCU,2018-11-01,775
10062,RHQ,2018-11-01,2841
10066,RTR,2018-11-01,2399
10068,RE9,2018-11-01,1279
10070,RVY,2018-11-01,2673
10072,RBN,2018-11-01,4372
10073,RWJ,2018-11-01,2502
10075,RMP,2018-11-01,1770
10077,RTD,2018-11-01,2181
10080,RFR,2018-11-01,1599
10082,RTX,2018-11-01,2070
10085,RWW,2018-11-01,2252
10088,RBL,2018-11-01,2239
10091,RRF,2018-11-01,2359
10093,RCB,2018-11-01,3858
10095,RTK,2018-11-01,2175
10100,RXH,2018-11-01,3327
10103,RXQ,2018-11-01,3564
10106,RN7,2018-11-01,2712
10109,RVV,2018-11-01,4392
10111,RXC,2018-11-01,3353
10115,RDU,2018-11-01,6198
10116,RN5,2018-11-01,2712
10120,R1F,2018-11-01,967
10123,RWF,2018-11-01,3938
10125,RPA,2018-11-01,2008
10128,RTH,2018-11-01,3478
10131,RHU,2018-11-01,3448
10135,RHW,2018-11-01,3089
10138,RA2,2018-11-01,2475
10143,RTP,2018-11-01,2610
10146,RHM,2018-11-01,3160
10149,RYR,2018-11-01,3650
10154,RBD,2018-11-01,1400
10158,RTE,2018-11-01,3920
10159,RN3,2018-11-01,2325
10161,RVJ,2018-11-01,3111
10162,RBZ,2018-11-01,1171
10166,RD3,2018-11-01,1968
10168,REF,2018-11-01,2611
10170,RH8,2018-11-01,2095
10172,RD1,2018-11-01,2341
10174,RNZ,2018-11-01,1135
10179,RBA,2018-11-01,2162
10181,RDZ,2018-11-01,1827
10184,RA9,2018-11-01,2400
10186,RA7,2018-11-01,3371
10188,RK9,2018-11-01,3031
10191,RA3,2018-11-01,1163
10194,RA4,2018-11-01,1634
10195,RF4,2018-10-01,4958
10198,R1H,2018-10-01,8425
10204,RQM,2018-10-01,4346
10206,RJ6,2018-10-01,2310
10209,RVR,2018-10-01,3219
10212,RJ1,2018-10-01,3606
10216,RQX,2018-10-01,1744
10218,RYJ,2018-10-01,3476
10221,RJZ,2018-10-01,4657
10224,RAX,2018-10-01,2271
10226,RJ2,2018-10-01,4855
10228,R1K,2018-10-01,6343
10232,RAP,2018-10-01,2839
10235,RAL,2018-10-01,4551
10237,RJ7,2018-10-01,4245
10239,RAS,2018-10-01,2078
10244,RRV,2018-10-01,2186
10246,RKE,2018-10-01,1392
10249,RDD,2018-10-01,2635
10250,RC1,2018-10-01,2052
10253,RQ3,2018-10-01,1352
10254,RGT,2018-10-01,3343
10256,RFS,2018-10-01,2223
10262,RWH,2018-10-01,3156
10264,RDE,2018-10-01,4620
10268,RLT,2018-10-01,1329
10271,RGP,2018-10-01,1477
10273,RNQ,2018-10-01,2796
10277,RC9,2018-10-01,2553
10282,RQ8,2018-10-01,2378
10284,RD8,2018-10-01,1922
10286,RM1,2018-10-01,2961
10288,RGN,2018-10-01,3690
10290,RNS,2018-10-01,3035
10295,RX1,2018-10-01,4035
10302,RXK,2018-10-01,3121
10305,RK5,2018-10-01,2944
10307,RXW,2018-10-01,2366
10312,RJC,2018-10-01,1921
10314,RAJ,2018-10-01,2230
10317,RNA,2018-10-01,2255
10319,RQW,2018-10-01,2522
10320,RCX,2018-10-01,2121
10321,RL4,2018-10-01,2866
10323,RWD,2018-10-01,3847
10325,RRK,2018-10-01,10770
10327,RKB,2018-10-01,4407
10330,RTG,2018-10-01,5508
10332,RWE,2018-10-01,4872
10334,RJE,2018-10-01,5882
10337,RBK,2018-10-01,2175
10340,RWG,2018-10-01,3187
10342,RGR,2018-10-01,2084
10344,RWP,2018-10-01,3137
10346,RLQ,2018-10-01,1313
10348,REM,2018-10-01,3652
10350,RCF,2018-10-01,1436
10353,RBS,2018-10-01,1170
10354,RFF,2018-10-01,2284
10355,RXL,2018-10-01,2414
10357,RMC,2018-10-01,2308
10359,RAE,2018-10-01,2982
10363,RWY,2018-10-01,3107
10364,RLN,2018-10-01,2892
10367,RJR,2018-10-01,1850
10369,RXP,2018-10-01,3644
10371,RP5,2018-10-01,3558
10375,RJN,2018-10-01,974
10377,RXR,2018-10-01,3770
10380,RR7,2018-10-01,1759
10383,RCD,2018-10-01,1038
10385,RWA,2018-10-01,2956
10387,RXN,2018-10-01,2232
10389,RR8,2018-10-01,5257
10392,R0A,2018-10-01,6938
10396,RBT,2018-10-01,2403
10398,RXF,2018-10-01,3946
10402,RNL,2018-10-01,2214
10404,RVW,2018-10-01,1552
10408,RJL,2018-10-01,3138
10409,RTF,2018-10-01,4536
10413,RW6,2018-10-01,6617
10417,RQ6,2018-10-01,2524
10420,RM3,2018-10-01,2923
10423,RCU,2018-10-01,756
10425,RHQ,2018-10-01,2915
10429,RTR,2018-10-01,2451
10431,RE9,2018-10-01,1268
10433,RVY,2018-10-01,2668
10435,RBN,2018-10-01,4644
10436,RWJ,2018-10-01,2464
10438,RMP,2018-10-01,1918
10440,RTD,2018-10-01,2447
10443,RFR,2018-10-01,1589
10445,RTX,2018-10-01,2242
10448,RWW,2018-10-01,2273
10451,RBL,2018-10-01,2514
10454,RRF,2018-10-01,2451
10456,RCB,2018-10-01,3861
10458,RTK,2018-10-01,2038
10464,RXH,2018-10-01,3229
10467,RXQ,2018-10-01,3380
10470,RN7,2018-10-01,2597
10473,RVV,2018-10-01,3980
10475,RXC,2018-10-01,3169
10479,RDU,2018-10-01,6258
10480,RN5,2018-10-01,2554
10484,R1F,2018-10-01,944
10487,RWF,2018-10-01,4115
10489,RPA,2018-10-01,2065
10492,RTH,2018-10-01,3281
10495,RHU,2018-10-01,3430
10499,RHW,2018-10-01,3149
10502,RA2,2018-10-01,2406
10506,RTP,2018-10-01,2495
10509,RHM,2018-10-01,3103
10512,RYR,2018-10-01,3631
10517,RBD,2018-10-01,1405
10521,RTE,2018-10-01,3871
10522,RN3,2018-10-01,2265
10524,RVJ,2018-10-01,3018
10525,RBZ,2018-10-01,1193
10529,RD3,2018-10-01,1905
10531,REF,2018-10-01,2683
10533,RH8,2018-10-01,2049
10535,RD1,2018-10-01,2541
10537,RNZ,2018-10-01,1216
